Order_ID,Order_Date,Ship_Date,Category,Product,Region,City,Segment,Ship_Mode,Quantity,Sales,Discount,Profit
ORD02227,2024-10-06,2024-10-07,Home,Mixer,North,Lucknow,Consumer,Same Day,6,22460.96,0.2,3497.14
ORD02228,2024-11-01,2024-11-02,Electronics,Keyboard,South,Bengaluru,Consumer,Standard,8,1870.45,0.15,154.51
ORD02229,2024-07-17,2024-07-22,Books,Magazine,South,Bengaluru,Home Office,Second Class,8,31526.49,0.2,2867.88
ORD02230,2024-05-04,2024-05-10,Home,Cookware,West,Ahmedabad,Corporate,Standard,5,15579.33,0.15,2948.61
ORD02231,2024-04-07,2024-04-10,Books,Comics,East,Bhubaneswar,Corporate,Same Day,7,30371.67,0.3,3128.47
ORD02232,2024-04-21,2024-04-22,Electronics,Monitor,West,Mumbai,Corporate,First Class,2,7753.04,0.3,850.97
ORD02233,2024-09-01,2024-09-06,Fashion,T-Shirt,East,Bhubaneswar,Home Office,Second Class,1,1915.89,0.3,-98.24
ORD02234,2024-02-23,2024-02-24,Sports,Yoga Mat,East,Bhubaneswar,Corporate,Standard,1,1693.66,0.2,148.16
ORD02235,2024-06-14,2024-06-21,Fashion,Jacket,North,Lucknow,Consumer,Second Class,2,7624.41,0.05,1910.34
ORD02236,2024-09-30,2024-10-05,Books,Magazine,West,Mumbai,Consumer,Standard,6,19280.21,0.15,3255.02
ORD02237,2024-06-03,2024-06-10,Sports,Dumbbell,West,Ahmedabad,Home Office,First Class,8,22248.71,0.05,2256.56
ORD02238,2024-01-13,2024-01-20,Fashion,Jacket,East,Bhubaneswar,Consumer,Same Day,7,34204.58,0.2,4858.45
ORD02239,2024-09-02,2024-09-04,Books,Biography,North,Delhi,Corporate,Second Class,7,8722.42,0.05,1549.37
ORD02240,2024-12-26,2025-01-01,Electronics,Headphones,West,Pune,Consumer,Same Day,8,28726.47,0.05,5035.29
ORD02241,2024-02-15,2024-02-18,Home,Mixer,West,Ahmedabad,Home Office,First Class,4,14444.87,0.05,2426.55
ORD02242,2024-07-09,2024-07-10,Fashion,Jeans,South,Bengaluru,Home Office,First Class,3,4921.24,0.15,865.68
ORD02243,2024-04-16,2024-04-19,Fashion,Watch,South,Hyderabad,Corporate,Same Day,7,28182.46,0.0,7590.86
ORD02244,2024-10-05,2024-10-08,Books,Biography,West,Mumbai,Home Office,Standard,2,3715.62,0.3,165.2
ORD02245,2024-03-23,2024-03-25,Books,Biography,North,Chandigarh,Consumer,Standard,2,4642.75,0.1,151.47
ORD02246,2024-06-02,2024-06-09,Books,Magazine,North,Lucknow,Corporate,Same Day,5,22389.77,0.0,2811.83
ORD02247,2024-03-06,2024-03-11,Books,Novel,East,Patna,Home Office,Second Class,4,14124.7,0.15,883.65
ORD02248,2024-08-05,2024-08-12,Sports,Dumbbell,East,Patna,Home Office,First Class,4,19444.99,0.0,4713.11
ORD02249,2024-08-19,2024-08-23,Electronics,Keyboard,West,Ahmedabad,Consumer,Same Day,3,2278.68,0.05,314.74
ORD02250,2024-05-03,2024-05-06,Books,Comics,West,Mumbai,Consumer,Standard,1,869.84,0.1,155.98
ORD02251,2024-02-07,2024-02-09,Home,Vacuum,South,Hyderabad,Home Office,Same Day,4,5958.37,0.2,529.36
ORD02252,2024-08-30,2024-09-06,Books,Magazine,South,Chennai,Corporate,Standard,8,15350.4,0.3,-1024.96
ORD02253,2024-03-25,2024-03-27,Fashion,Jeans,East,Bhubaneswar,Consumer,First Class,7,5442.0,0.1,192.54
ORD02254,2024-07-11,2024-07-18,Electronics,Monitor,East,Bhubaneswar,Consumer,Standard,6,13707.29,0.1,795.33
ORD02255,2024-07-01,2024-07-07,Sports,Dumbbell,South,Chennai,Home Office,Same Day,3,6066.38,0.0,1173.98
ORD02256,2024-07-11,2024-07-18,Sports,Yoga Mat,East,Patna,Corporate,Standard,3,9806.77,0.15,1393.17
ORD02257,2024-04-01,2024-04-07,Fashion,Watch,North,Delhi,Corporate,First Class,4,18604.05,0.2,831.14
ORD02258,2024-04-02,2024-04-07,Electronics,Smartphone,East,Bhubaneswar,Home Office,Second Class,5,22000.12,0.15,2226.9
ORD02259,2024-07-03,2024-07-06,Sports,Football,East,Bhubaneswar,Corporate,Standard,4,19168.68,0.0,2502.24
ORD02260,2024-12-22,2024-12-29,Fashion,Jacket,East,Patna,Home Office,Same Day,4,3657.28,0.0,376.3
ORD02261,2024-01-05,2024-01-08,Sports,Tennis Racket,West,Ahmedabad,Consumer,First Class,6,7353.3,0.05,1691.04
ORD02262,2024-12-23,2024-12-28,Fashion,Jeans,West,Pune,Corporate,Standard,7,15677.51,0.2,295.74
ORD02263,2024-02-17,2024-02-18,Electronics,Laptop,West,Mumbai,Corporate,Second Class,2,3395.39,0.2,-10.66
ORD02264,2024-10-07,2024-10-08,Books,Comics,West,Mumbai,Home Office,Same Day,2,9474.77,0.0,1678.71
ORD02265,2024-08-20,2024-08-27,Electronics,Laptop,West,Ahmedabad,Consumer,Same Day,6,13389.45,0.05,1621.91
ORD02266,2024-05-14,2024-05-16,Sports,Football,South,Chennai,Home Office,Second Class,4,5492.31,0.3,-305.26
ORD02267,2024-08-09,2024-08-16,Electronics,Monitor,North,Delhi,Corporate,First Class,3,3411.42,0.05,841.9
ORD02268,2024-03-19,2024-03-20,Electronics,Headphones,South,Bengaluru,Corporate,Same Day,5,18781.61,0.0,2589.14
ORD02269,2024-03-13,2024-03-14,Books,Novel,North,Chandigarh,Consumer,Same Day,2,2858.51,0.3,136.54
ORD02270,2024-01-17,2024-01-20,Books,Textbook,South,Hyderabad,Consumer,Second Class,3,2453.64,0.05,271.31
ORD02271,2024-12-05,2024-12-11,Home,Vacuum,North,Chandigarh,Home Office,Standard,7,6098.56,0.0,604.5
ORD02272,2024-04-26,2024-05-02,Electronics,Laptop,South,Chennai,Consumer,First Class,5,6017.82,0.2,1.24
ORD02273,2024-06-20,2024-06-27,Home,Chair,West,Mumbai,Corporate,First Class,4,3839.82,0.3,190.23
ORD02274,2024-06-01,2024-06-06,Fashion,Jeans,South,Chennai,Corporate,Same Day,3,7808.6,0.1,1440.71
ORD02275,2024-01-28,2024-02-03,Electronics,Smartphone,East,Patna,Home Office,First Class,7,15827.8,0.1,1025.22
ORD02276,2024-10-20,2024-10-25,Home,Lamp,West,Ahmedabad,Home Office,First Class,8,25603.93,0.05,2825.28
ORD02277,2024-03-31,2024-04-04,Home,Chair,West,Mumbai,Corporate,First Class,6,12857.26,0.0,1889.01
ORD02278,2024-07-08,2024-07-15,Fashion,Watch,North,Chandigarh,Consumer,Standard,8,30938.78,0.15,6097.67
ORD02279,2024-07-26,2024-08-02,Sports,Dumbbell,West,Pune,Home Office,First Class,2,2959.37,0.1,218.51
ORD02280,2024-06-22,2024-06-24,Home,Cookware,West,Pune,Home Office,Same Day,7,15992.56,0.1,2612.94
ORD02281,2024-12-28,2025-01-04,Home,Chair,East,Patna,Corporate,Same Day,4,3758.64,0.05,866.31
ORD02282,2024-11-26,2024-12-02,Sports,Cricket Bat,East,Kolkata,Corporate,Second Class,6,14874.85,0.05,2724.93
ORD02283,2024-06-17,2024-06-22,Sports,Cricket Bat,East,Bhubaneswar,Home Office,Same Day,4,18851.57,0.1,2114.48
ORD02284,2024-10-16,2024-10-20,Home,Chair,North,Chandigarh,Home Office,Second Class,2,4175.65,0.2,39.35
ORD02285,2024-09-13,2024-09-14,Sports,Tennis Racket,North,Chandigarh,Consumer,Same Day,2,3803.05,0.05,721.67
ORD02286,2024-08-30,2024-09-01,Sports,Cricket Bat,West,Mumbai,Corporate,Standard,1,1375.25,0.15,228.68
ORD02287,2024-10-10,2024-10-16,Books,Textbook,North,Delhi,Consumer,Second Class,5,13871.33,0.15,2329.05
ORD02288,2024-04-10,2024-04-15,Books,Biography,South,Bengaluru,Corporate,Same Day,3,14700.66,0.1,1611.87
ORD02289,2024-11-20,2024-11-22,Books,Textbook,East,Patna,Corporate,First Class,5,21119.89,0.3,963.71
ORD02290,2024-10-28,2024-11-03,Fashion,Jacket,South,Bengaluru,Corporate,Standard,2,4816.09,0.3,559.39
ORD02291,2024-07-30,2024-08-05,Home,Lamp,East,Patna,Corporate,First Class,2,9937.37,0.0,1155.76
ORD02292,2024-12-15,2024-12-20,Sports,Dumbbell,North,Lucknow,Consumer,Second Class,7,16570.33,0.3,-1075.17
ORD02293,2024-10-19,2024-10-20,Fashion,Jeans,North,Delhi,Consumer,Same Day,2,9576.95,0.0,1091.41
ORD02294,2024-04-28,2024-05-01,Home,Chair,East,Patna,Corporate,Second Class,1,3854.81,0.0,458.48
ORD02295,2024-02-21,2024-02-24,Books,Comics,West,Ahmedabad,Consumer,First Class,4,19174.35,0.1,2621.05
ORD02296,2024-05-08,2024-05-13,Electronics,Laptop,North,Chandigarh,Consumer,Standard,8,24659.02,0.0,2337.25
ORD02297,2024-12-01,2024-12-03,Books,Novel,East,Patna,Consumer,Second Class,2,7807.93,0.0,1949.52
ORD02298,2024-02-07,2024-02-12,Sports,Tennis Racket,West,Pune,Home Office,Standard,2,4280.3,0.2,769.81
ORD02299,2024-06-03,2024-06-08,Home,Cookware,South,Bengaluru,Corporate,Second Class,4,5750.09,0.3,672.23
ORD02300,2024-12-09,2024-12-10,Electronics,Smartphone,East,Kolkata,Corporate,Standard,2,4484.48,0.3,114.85
ORD02301,2024-12-25,2024-12-26,Home,Chair,West,Mumbai,Corporate,Standard,2,3509.68,0.15,86.96
ORD02302,2024-06-04,2024-06-08,Home,Vacuum,North,Lucknow,Home Office,Standard,5,23229.35,0.0,6487.3
ORD02303,2024-11-19,2024-11-22,Home,Chair,North,Chandigarh,Corporate,Second Class,2,1544.62,0.2,111.02
ORD02304,2024-05-30,2024-06-06,Books,Novel,South,Chennai,Corporate,Second Class,8,34206.71,0.1,4384.34
ORD02305,2024-11-10,2024-11-11,Sports,Football,South,Hyderabad,Home Office,Same Day,2,760.09,0.3,22.7
ORD02306,2024-01-25,2024-01-26,Electronics,Keyboard,East,Kolkata,Home Office,Second Class,4,13115.18,0.0,1962.95
ORD02307,2024-12-04,2024-12-06,Electronics,Headphones,South,Chennai,Corporate,Standard,1,2172.63,0.3,36.21
ORD02308,2024-12-01,2024-12-05,Books,Magazine,East,Bhubaneswar,Home Office,First Class,6,6015.96,0.1,391.64
ORD02309,2024-12-28,2025-01-01,Electronics,Laptop,South,Hyderabad,Home Office,First Class,6,9350.28,0.3,857.84
ORD02310,2024-11-02,2024-11-04,Sports,Tennis Racket,East,Bhubaneswar,Consumer,Standard,7,21711.5,0.2,2041.81
ORD02311,2024-04-16,2024-04-19,Fashion,T-Shirt,East,Bhubaneswar,Corporate,First Class,8,14958.14,0.3,1696.3
ORD02312,2024-11-30,2024-12-03,Home,Vacuum,West,Ahmedabad,Corporate,First Class,2,4774.57,0.15,409.86
ORD02313,2024-11-30,2024-12-03,Electronics,Headphones,West,Mumbai,Consumer,Second Class,8,2466.13,0.0,238.23
ORD02314,2024-02-22,2024-02-23,Electronics,Monitor,West,Mumbai,Consumer,Same Day,5,1972.61,0.3,63.89
ORD02315,2024-10-01,2024-10-03,Books,Magazine,North,Lucknow,Consumer,Same Day,5,24718.61,0.0,4379.45
ORD02316,2024-04-27,2024-04-29,Books,Textbook,South,Hyderabad,Home Office,Second Class,2,1568.46,0.3,-59.18
ORD02317,2024-03-20,2024-03-25,Home,Vacuum,South,Chennai,Consumer,First Class,1,2773.04,0.15,195.08
ORD02318,2024-10-10,2024-10-13,Sports,Tennis Racket,East,Kolkata,Corporate,Standard,1,1510.01,0.0,340.14
ORD02319,2024-06-09,2024-06-11,Home,Cookware,North,Lucknow,Corporate,Same Day,2,9385.72,0.1,1533.65
ORD02320,2024-12-06,2024-12-09,Home,Vacuum,South,Bengaluru,Corporate,Standard,7,11119.41,0.3,778.82
ORD02321,2024-01-13,2024-01-16,Sports,Dumbbell,South,Bengaluru,Consumer,First Class,3,13943.53,0.0,3490.03
ORD02322,2024-09-18,2024-09-25,Fashion,Jeans,East,Kolkata,Consumer,First Class,6,26301.71,0.05,5584.61
ORD02323,2024-01-19,2024-01-21,Fashion,Jacket,West,Pune,Consumer,Second Class,5,18586.33,0.3,-821.91
ORD02324,2024-01-13,2024-01-19,Electronics,Monitor,South,Chennai,Consumer,Same Day,8,39283.41,0.2,4262.06
ORD02325,2024-08-15,2024-08-18,Sports,Tennis Racket,North,Lucknow,Consumer,Same Day,3,2001.8,0.3,108.32
ORD02326,2024-07-09,2024-07-14,Sports,Tennis Racket,North,Chandigarh,Home Office,First Class,6,17113.43,0.1,3645.05
ORD02327,2024-10-17,2024-10-23,Electronics,Keyboard,East,Kolkata,Consumer,First Class,1,4203.75,0.2,727.04
ORD02328,2024-08-03,2024-08-07,Fashion,Jeans,West,Mumbai,Consumer,Second Class,7,3640.37,0.0,574.09
ORD02329,2024-07-31,2024-08-01,Books,Biography,East,Bhubaneswar,Consumer,Same Day,1,598.37,0.1,35.17
ORD02330,2024-09-19,2024-09-22,Sports,Football,East,Patna,Consumer,Same Day,1,872.06,0.05,158.72
ORD02331,2024-09-12,2024-09-19,Books,Magazine,South,Hyderabad,Consumer,First Class,7,11337.57,0.1,1382.8
ORD02332,2024-03-30,2024-04-01,Electronics,Keyboard,East,Patna,Corporate,Standard,3,4061.59,0.05,955.25
ORD02333,2024-05-06,2024-05-13,Electronics,Headphones,North,Chandigarh,Corporate,Standard,3,5032.52,0.3,-19.13
ORD02334,2024-07-15,2024-07-17,Fashion,Watch,East,Bhubaneswar,Corporate,Same Day,8,12420.68,0.2,2057.28
ORD02335,2024-04-19,2024-04-21,Electronics,Smartphone,East,Kolkata,Home Office,Second Class,6,14222.74,0.05,3617.55
ORD02336,2024-10-02,2024-10-09,Sports,Yoga Mat,East,Bhubaneswar,Consumer,Same Day,3,14005.21,0.0,2022.8
ORD02337,2024-12-19,2024-12-24,Home,Mixer,East,Kolkata,Home Office,Standard,3,9313.45,0.15,388.97
ORD02338,2024-03-08,2024-03-09,Books,Textbook,North,Chandigarh,Corporate,Standard,5,23830.68,0.2,185.09
ORD02339,2024-07-26,2024-07-30,Books,Comics,South,Bengaluru,Home Office,Second Class,6,20913.51,0.2,318.27
ORD02340,2024-03-03,2024-03-10,Books,Novel,West,Mumbai,Consumer,Second Class,3,12399.46,0.0,3400.37
ORD02341,2024-02-18,2024-02-24,Sports,Football,East,Patna,Home Office,Standard,6,1418.59,0.05,90.81
ORD02342,2024-11-05,2024-11-09,Electronics,Keyboard,South,Hyderabad,Consumer,Standard,4,4863.61,0.2,122.26
ORD02343,2024-06-23,2024-06-27,Electronics,Laptop,North,Delhi,Home Office,First Class,6,13592.26,0.15,465.47
ORD02344,2024-11-14,2024-11-21,Books,Novel,East,Bhubaneswar,Consumer,Second Class,5,1058.98,0.15,128.0
ORD02345,2024-07-16,2024-07-22,Electronics,Headphones,East,Patna,Home Office,Same Day,4,3424.96,0.05,245.12
ORD02346,2024-05-05,2024-05-09,Books,Magazine,North,Chandigarh,Consumer,Standard,6,12053.12,0.15,1829.46
ORD02347,2024-09-12,2024-09-16,Sports,Yoga Mat,East,Kolkata,Corporate,Same Day,2,9231.97,0.3,187.15
ORD02348,2024-01-14,2024-01-21,Fashion,T-Shirt,East,Kolkata,Home Office,Second Class,8,26487.14,0.15,486.81
ORD02349,2024-11-15,2024-11-16,Sports,Football,East,Bhubaneswar,Consumer,Second Class,1,2152.54,0.0,515.38
ORD02350,2024-01-13,2024-01-17,Home,Mixer,North,Chandigarh,Home Office,Same Day,8,25640.84,0.3,2960.8
ORD02351,2024-10-03,2024-10-06,Books,Textbook,East,Kolkata,Home Office,Second Class,3,2776.83,0.3,75.69
ORD02352,2024-09-11,2024-09-12,Electronics,Smartphone,West,Ahmedabad,Consumer,First Class,5,16530.92,0.1,1864.97
ORD02353,2024-06-21,2024-06-28,Home,Chair,East,Kolkata,Consumer,Second Class,1,392.2,0.3,-8.25
ORD02354,2024-09-14,2024-09-21,Home,Mixer,South,Bengaluru,Corporate,Same Day,5,11496.49,0.2,1284.63
ORD02355,2024-12-15,2024-12-19,Sports,Cricket Bat,South,Chennai,Corporate,First Class,5,3478.76,0.3,141.76
ORD02356,2024-12-07,2024-12-14,Sports,Football,East,Kolkata,Consumer,Same Day,3,1193.92,0.0,281.51
ORD02357,2024-04-22,2024-04-29,Fashion,Jeans,West,Pune,Corporate,Standard,5,5415.74,0.15,964.87
ORD02358,2024-05-07,2024-05-11,Home,Lamp,South,Chennai,Corporate,Same Day,6,28360.33,0.05,7017.68
ORD02359,2024-08-06,2024-08-08,Fashion,Jacket,West,Pune,Consumer,First Class,5,13694.44,0.2,529.99
ORD02360,2024-01-03,2024-01-07,Sports,Yoga Mat,East,Kolkata,Home Office,Second Class,1,1672.77,0.3,-70.9
ORD02361,2024-01-28,2024-02-04,Sports,Dumbbell,East,Bhubaneswar,Corporate,Second Class,6,25931.95,0.05,5670.92
ORD02362,2024-08-13,2024-08-18,Books,Comics,West,Mumbai,Consumer,First Class,4,15002.15,0.3,-984.79
ORD02363,2024-01-03,2024-01-05,Fashion,Jeans,North,Delhi,Consumer,Second Class,2,3291.15,0.3,13.99
ORD02364,2024-10-17,2024-10-21,Fashion,Jacket,West,Ahmedabad,Consumer,First Class,1,1577.0,0.1,354.03
ORD02365,2024-11-08,2024-11-13,Electronics,Keyboard,East,Patna,Consumer,Standard,1,2402.99,0.05,242.79
ORD02366,2024-12-21,2024-12-22,Fashion,Jacket,South,Bengaluru,Home Office,First Class,4,9338.38,0.3,991.42
ORD02367,2024-04-10,2024-04-14,Fashion,T-Shirt,West,Pune,Home Office,Second Class,7,27135.49,0.15,199.45
ORD02368,2024-03-18,2024-03-19,Home,Chair,West,Mumbai,Consumer,First Class,1,741.55,0.05,171.78
ORD02369,2024-04-18,2024-04-22,Sports,Yoga Mat,South,Chennai,Corporate,Same Day,5,19557.64,0.2,405.0
ORD02370,2024-12-23,2024-12-25,Electronics,Keyboard,South,Hyderabad,Corporate,Standard,7,18158.52,0.3,1046.43
ORD02371,2024-05-23,2024-05-28,Fashion,Shoes,East,Bhubaneswar,Home Office,Standard,3,945.99,0.1,201.92
ORD02372,2024-04-20,2024-04-23,Electronics,Smartphone,South,Chennai,Consumer,Standard,6,23191.62,0.0,6067.38
ORD02373,2024-09-28,2024-10-04,Electronics,Laptop,East,Bhubaneswar,Home Office,Standard,7,5086.74,0.1,953.34
ORD02374,2024-05-24,2024-05-25,Sports,Football,South,Hyderabad,Corporate,Second Class,1,1572.04,0.3,-88.62
ORD02375,2024-04-07,2024-04-12,Electronics,Headphones,West,Pune,Home Office,Standard,6,3384.42,0.05,750.42
ORD02376,2024-04-10,2024-04-11,Fashion,Watch,South,Chennai,Home Office,Standard,5,11993.96,0.1,1572.85
ORD02377,2024-08-18,2024-08-23,Electronics,Monitor,East,Bhubaneswar,Corporate,Standard,5,11737.09,0.15,2032.38
ORD02378,2024-11-06,2024-11-11,Electronics,Keyboard,North,Delhi,Home Office,Second Class,8,31947.9,0.3,-1580.1
ORD02379,2024-09-21,2024-09-25,Books,Novel,West,Mumbai,Consumer,Standard,2,3911.81,0.15,351.51
ORD02380,2024-04-13,2024-04-19,Sports,Tennis Racket,West,Pune,Consumer,Second Class,8,15279.92,0.3,1108.73
ORD02381,2024-10-01,2024-10-03,Books,Novel,West,Mumbai,Corporate,Second Class,6,26107.32,0.1,5846.19
ORD02382,2024-10-06,2024-10-09,Fashion,Shoes,North,Lucknow,Consumer,First Class,6,13353.08,0.15,1951.12
ORD02383,2024-08-27,2024-09-03,Home,Vacuum,South,Chennai,Home Office,Same Day,3,6185.71,0.3,-257.29
ORD02384,2024-08-07,2024-08-12,Fashion,Watch,North,Delhi,Corporate,Second Class,6,16735.46,0.1,3611.61
ORD02385,2024-07-15,2024-07-19,Electronics,Smartphone,North,Delhi,Home Office,Second Class,6,7089.85,0.15,288.94
ORD02386,2024-06-12,2024-06-14,Fashion,Shoes,North,Lucknow,Home Office,First Class,6,24556.98,0.3,-1418.26
ORD02387,2024-01-04,2024-01-09,Fashion,Jacket,North,Delhi,Home Office,Same Day,1,4058.2,0.15,684.36
ORD02388,2024-02-29,2024-03-01,Home,Mixer,West,Mumbai,Home Office,First Class,3,14281.89,0.15,1411.46
ORD02389,2024-11-04,2024-11-05,Home,Cookware,South,Hyderabad,Consumer,Same Day,8,26654.97,0.15,1191.05
ORD02390,2024-05-31,2024-06-06,Electronics,Smartphone,North,Delhi,Corporate,Same Day,3,10915.12,0.1,634.85
ORD02391,2024-08-28,2024-08-29,Home,Mixer,East,Patna,Home Office,Same Day,8,34192.63,0.3,2135.09
ORD02392,2024-07-23,2024-07-27,Electronics,Keyboard,West,Mumbai,Corporate,Same Day,7,13656.09,0.2,913.6
ORD02393,2024-11-10,2024-11-16,Fashion,T-Shirt,West,Ahmedabad,Corporate,Second Class,4,4539.61,0.1,150.79
ORD02394,2024-08-22,2024-08-27,Home,Cookware,South,Hyderabad,Consumer,Second Class,7,24320.27,0.1,1684.31
ORD02395,2024-01-11,2024-01-14,Home,Mixer,North,Chandigarh,Home Office,First Class,4,19694.23,0.3,-1326.27
ORD02396,2024-02-12,2024-02-15,Books,Textbook,West,Mumbai,Consumer,Standard,2,3611.92,0.3,171.02
ORD02397,2024-03-09,2024-03-13,Electronics,Laptop,West,Ahmedabad,Corporate,Second Class,3,6634.45,0.0,1199.4
ORD02398,2024-05-27,2024-06-01,Fashion,Jacket,East,Patna,Home Office,Second Class,8,34759.05,0.05,3445.71
ORD02399,2024-10-18,2024-10-19,Fashion,Jacket,North,Lucknow,Corporate,Same Day,3,2152.28,0.2,130.39
ORD02400,2024-03-20,2024-03-21,Home,Chair,West,Ahmedabad,Consumer,Standard,7,30062.94,0.3,2896.59
ORD02401,2024-07-20,2024-07-25,Books,Textbook,West,Pune,Corporate,First Class,6,5412.08,0.2,45.45
ORD02402,2024-12-18,2024-12-24,Sports,Cricket Bat,West,Ahmedabad,Home Office,Second Class,3,4777.41,0.0,1156.94
ORD02403,2024-01-09,2024-01-12,Electronics,Keyboard,West,Ahmedabad,Consumer,Standard,1,614.53,0.3,48.71
ORD02404,2024-11-29,2024-12-01,Sports,Yoga Mat,East,Kolkata,Home Office,Standard,3,7735.3,0.0,1238.64
ORD02405,2024-04-12,2024-04-19,Home,Vacuum,East,Bhubaneswar,Consumer,Standard,4,8122.68,0.3,670.33
ORD02406,2024-02-03,2024-02-08,Electronics,Laptop,North,Lucknow,Corporate,Standard,1,2726.35,0.2,266.44
ORD02407,2024-10-05,2024-10-10,Electronics,Headphones,North,Delhi,Consumer,Standard,4,7249.71,0.1,310.97
ORD02408,2024-05-04,2024-05-11,Sports,Cricket Bat,North,Chandigarh,Corporate,Same Day,4,12960.46,0.15,1165.66
ORD02409,2024-08-07,2024-08-12,Home,Chair,North,Lucknow,Consumer,First Class,2,1747.17,0.05,331.75
ORD02410,2024-04-22,2024-04-23,Sports,Yoga Mat,West,Ahmedabad,Consumer,Standard,5,19458.49,0.0,4949.52
ORD02411,2024-04-13,2024-04-18,Fashion,Watch,South,Hyderabad,Corporate,First Class,4,960.65,0.2,63.91
ORD02412,2024-08-30,2024-09-03,Home,Mixer,North,Lucknow,Home Office,First Class,5,4358.34,0.15,550.37
ORD02413,2024-09-02,2024-09-06,Electronics,Laptop,West,Pune,Consumer,Second Class,7,17492.26,0.0,3180.4
ORD02414,2024-11-23,2024-11-25,Books,Textbook,West,Ahmedabad,Corporate,Same Day,6,1907.75,0.3,116.27
ORD02415,2024-12-19,2024-12-24,Home,Chair,South,Bengaluru,Consumer,Second Class,7,15923.78,0.15,1718.89
ORD02416,2024-11-04,2024-11-10,Books,Comics,North,Chandigarh,Home Office,Standard,6,6067.43,0.2,991.15
ORD02417,2024-09-02,2024-09-06,Books,Biography,South,Chennai,Consumer,Same Day,2,1701.56,0.1,262.89
ORD02418,2024-07-08,2024-07-14,Fashion,Watch,West,Pune,Home Office,Standard,5,1598.5,0.05,379.53
ORD02419,2024-07-17,2024-07-20,Fashion,T-Shirt,North,Lucknow,Corporate,Second Class,5,3995.16,0.15,107.36
ORD02420,2024-09-30,2024-10-05,Sports,Football,South,Hyderabad,Corporate,Standard,6,26181.19,0.1,4981.93
ORD02421,2024-01-03,2024-01-09,Electronics,Headphones,West,Mumbai,Home Office,Second Class,1,4390.58,0.1,811.26
ORD02422,2024-08-25,2024-08-26,Fashion,Shoes,South,Hyderabad,Home Office,Second Class,8,23149.24,0.15,1734.25
ORD02423,2024-01-07,2024-01-08,Electronics,Smartphone,South,Bengaluru,Home Office,Same Day,2,1376.08,0.05,169.23
ORD02424,2024-03-17,2024-03-19,Electronics,Monitor,East,Kolkata,Consumer,Second Class,1,2127.2,0.3,106.67
ORD02425,2024-09-12,2024-09-18,Home,Lamp,South,Bengaluru,Consumer,Standard,1,2045.32,0.0,169.21
ORD02426,2024-08-19,2024-08-22,Home,Cookware,South,Chennai,Consumer,Same Day,7,6066.8,0.3,551.99
ORD02427,2024-12-05,2024-12-10,Fashion,T-Shirt,East,Bhubaneswar,Corporate,Same Day,2,8144.89,0.1,741.31
ORD02428,2024-07-04,2024-07-10,Books,Biography,North,Lucknow,Corporate,First Class,7,19636.41,0.15,3196.75
ORD02429,2024-10-08,2024-10-13,Fashion,Jeans,East,Bhubaneswar,Home Office,Same Day,2,3094.6,0.3,48.98
ORD02430,2024-04-27,2024-05-03,Fashion,Watch,South,Hyderabad,Corporate,Same Day,5,13160.24,0.1,1872.87
ORD02431,2024-05-03,2024-05-05,Home,Lamp,West,Mumbai,Consumer,Same Day,7,34282.22,0.1,4577.26
ORD02432,2024-11-08,2024-11-13,Books,Biography,West,Mumbai,Consumer,First Class,5,6848.88,0.3,80.15
ORD02433,2024-06-05,2024-06-08,Fashion,Jeans,West,Ahmedabad,Consumer,First Class,6,26155.79,0.0,3954.92
ORD02434,2024-01-05,2024-01-06,Electronics,Keyboard,South,Hyderabad,Corporate,Second Class,5,10621.43,0.05,2140.89
ORD02435,2024-09-07,2024-09-09,Fashion,Jeans,South,Hyderabad,Home Office,First Class,1,3545.33,0.15,178.88
ORD02436,2024-06-28,2024-06-29,Fashion,Shoes,North,Delhi,Corporate,Standard,1,504.49,0.05,61.56
ORD02437,2024-04-17,2024-04-20,Home,Mixer,East,Bhubaneswar,Consumer,Standard,1,3358.08,0.2,-3.89
ORD02438,2024-06-18,2024-06-20,Home,Lamp,East,Patna,Consumer,Standard,4,16627.79,0.15,2146.45
ORD02439,2024-03-26,2024-03-30,Electronics,Smartphone,South,Hyderabad,Corporate,Second Class,6,17791.81,0.1,4069.91
ORD02440,2024-12-07,2024-12-10,Books,Biography,South,Hyderabad,Consumer,Standard,7,29640.56,0.15,5519.73
ORD02441,2024-05-29,2024-06-01,Sports,Yoga Mat,West,Mumbai,Consumer,First Class,4,11436.94,0.3,0.22
ORD02442,2024-06-04,2024-06-07,Books,Novel,North,Lucknow,Corporate,First Class,4,7024.24,0.0,1231.54
ORD02443,2024-07-31,2024-08-04,Home,Lamp,North,Chandigarh,Consumer,Second Class,3,7424.25,0.2,1106.51
ORD02444,2024-08-31,2024-09-03,Books,Biography,West,Mumbai,Corporate,Second Class,3,12780.33,0.3,-83.17
ORD02445,2024-09-18,2024-09-25,Books,Biography,North,Delhi,Home Office,Same Day,7,2365.91,0.1,319.74
ORD02446,2024-08-08,2024-08-10,Books,Textbook,North,Lucknow,Consumer,Second Class,1,2234.7,0.05,160.38
ORD02447,2024-01-17,2024-01-23,Sports,Tennis Racket,East,Kolkata,Corporate,Second Class,7,26422.98,0.0,3756.1
ORD02448,2024-04-27,2024-05-04,Home,Lamp,West,Mumbai,Home Office,Standard,2,9497.37,0.05,1054.96
